47,92,56,46,26,59,33,118,125,14,98,22,41,109,1,3,8,105,83,53
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9777,-0.0818,-0.0878,-0.0724,-0.0630,-0.0663,-0.0442,-0.0453,-0.0544,-0.0463,-0.0473,-0.0482,-0.0498
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0007,0.0089,-0.0006,-0.0005,-0.0006,-0.0007,-0.0007,-0.0005,-0.0007,-0.0007,0.0086,-0.0004
-0.7331,-0.4209,-0.2894,-0.2273,-0.1800,-0.1543,-0.1313,-0.1180,-0.0974,-0.1045,-0.0862,-0.0751,-0.0790,-0.0527,-0.0540,-0.0648,-0.0551,-0.0564,-0.0574,-0.0593
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9894,-0.0584,-0.0615,-0.0410,-0.0420,-0.0504,-0.0429,-0.0439,-0.0447,-0.0461
0.0000,0.0000,0.0000,0.0000,0.9522,-0.1374,-0.1170,-0.1051,-0.0868,-0.0931,-0.0768,-0.0669,-0.0704,-0.0469,-0.0481,-0.0577,-0.0491,-0.0502,-0.0511,-0.0528
0.0000,0.0000,0.9050,-0.2154,-0.1705,-0.1462,-0.1244,-0.1118,-0.0923,-0.0990,-0.0817,-0.0711,-0.0749,-0.0499,-0.0511,-0.0614,-0.0522,-0.0534,-0.0544,-0.0562
0.7331,-0.4209,-0.2894,-0.2273,-0.1800,-0.1543,-0.1313,-0.1180,-0.0974,-0.1045,-0.0862,-0.0751,-0.0790,-0.0527,-0.0540,-0.0648,-0.0551,-0.0564,-0.0574,-0.0593
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0363,-0.0372,0.9955,-0.0380,-0.0389,-0.0396,-0.0409
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0346,-0.0354,0.0000,-0.0362,-0.0370,-0.0377,0.9967
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9724,-0.0996,-0.0822,-0.0882,-0.0727,-0.0633,-0.0667,-0.0444,-0.0455,-0.0546,-0.0465,-0.0476,-0.0484,-0.0500
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0355,-0.0364,0.0000,-0.0371,0.9980,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0366,0.9993,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9857,0.0000,-0.0707,-0.0616,-0.0648,-0.0432,-0.0443,-0.0531,-0.0452,-0.0463,-0.0471,-0.0486
0.0000,0.8483,-0.2869,-0.2253,-0.1784,-0.1529,-0.1302,-0.1170,-0.0966,-0.1036,-0.0854,-0.0744,-0.0783,-0.0522,-0.0535,-0.0642,-0.0546,-0.0559,-0.0569,-0.0588
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0360,-0.0369,0.0000,0.9987,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9933,0.0000,-0.0402,-0.0412,-0.0494,-0.0421,-0.0430,-0.0438,-0.0452
0.0000,0.0000,0.0000,0.9311,-0.1695,-0.1453,-0.1236,-0.1111,-0.0917,-0.0984,-0.0812,-0.0707,-0.0744,-0.0496,-0.0508,-0.0610,-0.0519,-0.0531,-0.0540,-0.0558
0.0000,0.0000,0.0000,0.0000,0.0000,0.9629,-0.1157,-0.1040,-0.0858,-0.0921,-0.0759,-0.0661,-0.0696,-0.0464,-0.0476,-0.0571,-0.0486,-0.0497,-0.0506,-0.0522
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0569,0.9918,-0.0400,-0.0409,-0.0491,-0.0418,-0.0428,-0.0435,-0.0450
