0,24,21,16,27,17,36,38,13,31,19,22,37,2,4,1,32,30,34,39,26,14,28,5,20
-0.2467,0.1866,0.0000,0.0000,0.0000,0.0000,0.0396,0.0000,-0.0258,0.0000,0.1326,-0.0423,0.1855,-0.0035,0.0000,0.0000,0.0000,-0.1518,0.0000,-0.1609,-0.0078,0.2103,0.0000,0.0000,-0.0708
0.0000,0.0000,0.0000,0.0000,0.3336,0.0000,0.0000,0.0000,0.0000,0.2182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9171,0.0000
0.0000,0.0000,-0.3563,0.0000,0.0000,0.0000,0.0000,-0.4549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8162,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7652,-0.0139,0.0000,0.0000,0.0000,-0.6049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2201
0.0000,0.0000,0.0000,0.0925,0.0000,-0.1193,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0764,0.1806,-0.0594,0.3055,-0.1956,0.1465,0.2535,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2263
0.0691,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9011,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.1086,0.0000,0.0000,0.0000,0.0000,0.9706,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2149,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,-0.4353,0.0000,0.0000,0.0000,0.0000,0.6124,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3683,0.0000
0.0000,0.0000,0.0000,0.2002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9115,0.0000,0.3593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,-0.7524,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1594,0.0000,-0.2775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,-0.4492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1199,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.4045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0879,-0.1028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8223,0.0000,-0.5547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1270,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,-0.5263,0.0000,0.0000,0.0000,0.0000,-0.8081,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2646,0.0000
0.0000,0.0000,0.0000,0.7128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000,-0.7013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4871,0.0000,0.0000,0.0000,0.0000,0.0000,0.5785,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1122,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.1352,0.0000,0.0000,0.0000,0.0000,-0.1916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4223,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,-0.6358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2626,-0.7258,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2520,0.0000,0.4144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6641,0.0000,0.0000,0.0000
-0.0487,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6846,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7273,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0129,-0.8863,0.0000,0.0000,0.0000,0.4619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0310
0.0000,0.0000,0.0000,0.0000,0.7702,0.0000,0.0000,0.0000,0.0000,-0.3577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5280,0.0000
0.0000,-0.1565,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3447,0.0000,-0.3109,0.4439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1686,0.0000,0.1858,0.0000,0.0000,0.0000
